,PDF Name,County,co_fips,State,FIPS,T1,T2,pie_classes,TC,AG,TURF,IMP,WT,OT,OT4C,TOT,lu_pct_tc,lu_pct_ag,lu_pct_tg,lu_pct_imp,lu_pct_wt,lu_pct_ot,lu_pct_ot4c,FORE,TCIS,TCTG,TCOT,tc_pct_fore,tc_pct_tcis,tc_pct_tctg,tc_pct_tcot,pdev_tc,dev_tc,tc_gain,tc_pdev,tc_dev,tc_loss,tc_net,tc_net verbiage,GEOID,County Name,BaseCountyName,countycityCamel,ConditionalCounty,countycity,Carbon Sequestration (tons),Carbon Sequestration (tons Custom),Carbon Sequestration ($),,Carbon Sequestration ($Custom),AvoidedRunoff (gall),AvoidedRunoff (Gal Custom),Avoided Runoff ($),Avoided Runoff ($ Millions),Avoided Runoff (rounded$),Avoided Runoff ($Custom),Total Air (lbs),Total Air ($), Total Air (lbs custom) ,Total Air ($Custom),AB mil plus,AB sub mil,AB format if,Annual Benefits ($Custom),map_path,ContactAddress,URL,ContactText,LinkText,base_URL_spacescommas,Download_URL,Download_HTML
20,"Tree Cover Fact Sheet Blair County, PA 2013-2017.pdf",Blair,blai_42013,PA,42013,2013,2017,6class,"226,695","63,110","16,815","14,318",287,"14,746","78,143","335,971",67.5,18.8,5,4.3,0.1,4.4,23.3,"211,509","1,037","9,451","4,697",93.3,0.5,4.2,2.1,50,14,64,682,174,856,-792,Net Loss,42013,Blair County,Blair,County,County,county,"223,844","224,000","$42,082,749 ",$42.1  million,$42.1  million,465217922, 465.2 million gallons ,"$4,157,187 ",$4.2 million,4157200,$4.2 million,13943572.06,8292119.074,13.9 Million,$8.3 Million,$54.5 Million,"$54,532,000 ",$54.5 Million,$54.5 Million,folder/blai_42013_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Blair County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Blair%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Blair%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
21,"Tree Cover Fact Sheet Botetourt County, VA 2014-2018.pdf",Botetourt,bote_51023,VA,51023,2014,2018,6class,"268,457","51,100","8,862","7,453",156,"10,637","61,893","346,665",77.4,14.7,2.6,2.2,0,3.1,17.8,"257,263",649,"5,391","5,154",95.8,0.2,2,1.9,14,8,22,197,118,315,-293,Net Loss,51023,Botetourt County,Botetourt,County,County,county,"318,315","319,000","$59,843,149 ",$59.8  million,$59.8  million,238785931, 238.8 million gallons ,"$2,133,791 ",$2.1 million,2133800,$2.1 million,17473786.41,1548161.715,17.5 Million,$1.5 Million,$63.5 Million,"$63,525,000 ",$63.5 Million,$63.5 Million,folder/bote_51023_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Botetourt County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Botetourt%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Botetourt%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
22,"Tree Cover Fact Sheet Bradford County, PA 2013-2017.pdf",Bradford,brad_42015,PA,42015,2013,2017,6class,"432,843","240,216","14,104","15,335","6,298","22,464","268,978","731,260",59.2,32.8,1.9,2.1,0.9,3.1,36.8,"404,027","1,545","7,794","19,476",93.3,0.4,1.8,4.5,43,12,55,225,213,438,-383,Net Loss,42015,Bradford County,Bradford,County,County,county,"427,400","428,000","$80,351,265 ",$80.4  million,$80.4  million,163377239, 163.4 million gallons ,"$1,459,939 ",$1.5 million,1460000,$1.5 million,23420721.3,3284211.099,23.4 Million,$3.3 Million,$85.1 Million,"$85,095,000 ",$85.1 Million,$85.1 Million,folder/brad_42015_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Bradford County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Bradford%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Bradford%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
23,"Tree Cover Fact Sheet Broome County, NY 2013-2017.pdf",Broome,broo_36007,NY,36007,2013,2017,6class,"291,690","88,391","28,585","20,421","1,651","18,681","108,722","449,419",64.9,19.7,6.4,4.5,0.4,4.2,24.3,"264,570","2,583","14,786","9,750",90.7,0.9,5.1,3.3,152,44,197,199,82,281,-85,Net Loss,36007,Broome County,Broome,County,County,county,"283,300","284,000","$53,260,490 ",$53.3  million,$53.3  million,590108116, 590.1 million gallons ,"$5,273,206 ",$5.3 million,5273300,$5.3 million,19373402.73,15075768.43,19.4 Million,$15.1 Million,$73.6 Million,"$73,609,000 ",$73.6 Million,$73.6 Million,folder/broo_36007_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Broome County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Broome%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Broome%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
24,"Tree Cover Fact Sheet Buckingham County, VA 2014-2018.pdf",Buckingham,buck_51029,VA,51029,2014,2018,6class,"257,156","47,627","3,883","4,500",385,"57,219","105,232","370,770",69.4,12.8,1,1.2,0.1,15.4,28.3,"248,804","1,002","3,182","4,168",96.8,0.4,1.2,1.6,20,57,78,997,162,1159,"-1,081",Net Loss,51029,Buckingham County,Buckingham,County,County,county,"304,915","305,000","$57,323,997 ",$57.3  million,$57.3  million,42865927, 42.9 million gallons ,"$383,050 ",$0.4 million,383100,"$383,100 ",17031933.75,819130.3877,17.0 Million,"$819,130",$58.5 Million,"$58,526,000 ",$58.5 Million,$58.5 Million,folder/buck_51029_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Buckingham County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Buckingham%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Buckingham%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
25,"Tree Cover Fact Sheet Buena Vista, VA 2014-2018.pdf",Buena Vista,buen_51530,VA,51530,2014,2018,4class,"1,998",203,656,709,0,551,754,"4,117",48.5,4.9,15.9,17.2,0,13.4,18.3,"1,500",45,357,96,75.1,2.2,17.9,4.8,1,1,2,12,4,17,-15,Net Loss,51530,Buena Vista,Buena Vista,City,,city,"2,369","3,000","$445,410 ",$0.4  million,$0.4  million,14037973, 14 million gallons ,"$125,443 ",$0.1 million,125500,"$125,500 ",107733.6283,151336.4631,"107,734","$151,336",$0.7 Million,"$722,000 ","$722,000 ","$722,000 ",folder/buen_51530_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Buena Vista, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Buena%20Vista%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Buena%20Vista%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
26,"Tree Cover Fact Sheet Calvert County, MD 2013-2018.pdf",Calvert,calv_24009,MD,24009,2013,2018,6class,"90,951","14,989","13,380","9,509","3,357","4,436","22,783","136,623",66.6,11,9.8,7,2.5,3.2,16.7,"71,938","2,220","14,824","1,970",79.1,2.4,16.3,2.2,153,25,179,850,427,1277,"-1,099",Net Loss,24009,Calvert County,Calvert,County,County,county,"118,885","119,000","$22,350,393 ",$22.4  million,$22.4  million,143055720, 143.1 million gallons ,"$1,278,346 ",$1.3 million,1278400,$1.3 million,8821301.573,3837295.752,8.8 Million,$3.8 Million,$27.5 Million,"$27,466,000 ",$27.5 Million,$27.5 Million,folder/calv_24009_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Calvert County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Calvert%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Calvert%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
27,"Tree Cover Fact Sheet Cambria County, PA 2013-2017.pdf",Cambria,camb_42021,PA,42021,2013,2017,6class,"287,452","65,508","22,622","15,862",831,"47,014","113,353","439,289",65.4,14.9,5.1,3.6,0.2,10.7,25.8,"265,643","1,312","12,064","8,434",92.4,0.5,4.2,2.9,72,17,89,577,571,1148,"-1,059",Net Loss,42021,Cambria County,Cambria,County,County,county,"283,838","284,000","$53,361,530 ",$53.4  million,$53.4  million,376076955, 376.1 million gallons ,"$3,360,624 ",$3.4 million,3360700,$3.4 million,21672396.66,20753605.52,21.7 Million,$20.8 Million,$77.5 Million,"$77,476,000 ",$77.5 Million,$77.5 Million,folder/camb_42021_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Cambria County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cambria%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cambria%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
28,"Tree Cover Fact Sheet Cameron County, PA 2013-2017.pdf",Cameron,came_42023,PA,42023,2013,2017,6class,"231,683","2,654","1,335","1,466",599,"16,004","19,258","253,743",91.3,1,0.5,0.6,0.2,6.3,7.5,"228,322",493,914,"1,955",98.5,0.2,0.4,0.8,3,1,4,195,312,507,-503,Net Loss,42023,Cameron County,Cameron,County,County,county,"228,770","229,000","$43,008,769 ",$43.0  million,$43.0  million,25969927, 26 million gallons ,"$232,067 ",$0.2 million,232100,"$232,100 ",13435192.44,727168.4002,13.4 Million,"$727,168",$44.0 Million,"$43,968,000 ",$44.0 Million,$44.0 Million,folder/came_42023_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Cameron County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cameron%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cameron%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
29,"Tree Cover Fact Sheet Campbell County, VA 2014-2018.pdf",Campbell,camp_51031,VA,51031,2014,2018,6class,"185,618","77,095","10,178","10,683",292,"37,452","114,839","321,318",57.8,24,3.2,3.3,0.1,11.7,35.8,"172,435","1,135","7,045","5,003",92.9,0.6,3.8,2.7,63,39,102,734,149,883,-781,Net Loss,51031,Campbell County,Campbell,County,County,county,"220,092","221,000","$41,377,208 ",$41.4  million,$41.4  million,168083136, 168.1 million gallons ,"$1,501,991 ",$1.5 million,1502000,$1.5 million,12795731.67,1838496.946,12.8 Million,$1.8 Million,$44.7 Million,"$44,718,000 ",$44.7 Million,$44.7 Million,folder/camp_51031_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Campbell County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Campbell%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Campbell%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
30,"Tree Cover Fact Sheet Carbon County, PA 2013-2017.pdf",Carbon,carb_42025,PA,42025,2013,2017,6class,"192,972","15,410","8,460","6,791",589,"19,417","35,417","243,640",79.2,6.3,3.5,2.8,0.2,8,14.5,"181,123","1,054","7,288","3,508",93.9,0.5,3.8,1.8,25,7,33,51,81,132,-99,Net Loss,42025,Carbon County,Carbon,County,County,county,"190,546","191,000","$35,822,662 ",$35.8  million,$35.8  million,195678124, 195.7 million gallons ,"$1,748,580 ",$1.7 million,1748600,$1.7 million,10852219.9,4462943.648,10.9 Million,$4.5 Million,$42.0 Million,"$42,034,000 ",$42.0 Million,$42.0 Million,folder/carb_42025_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Carbon County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Carbon%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Carbon%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
31,"Tree Cover Fact Sheet Caroline County, MD 2013-2018.pdf",Caroline,caro_24011,MD,24011,2013,2018,6class,"74,898","108,904","6,973","6,525","3,899","2,645","115,448","203,844",36.7,53.4,3.4,3.2,1.9,1.3,56.6,"68,887",434,"3,806","1,771",92,0.6,5.1,2.4,36,7,43,94,53,147,-104,Net Loss,24011,Caroline County,Caroline,County,County,county,"97,901","98,000","$18,405,468 ",$18.4  million,$18.4  million,15038114, 15 million gallons ,"$134,381 ",$0.1 million,134400,"$134,400 ",6365554.708,666343.7707,6.4 Million,"$666,344",$19.2 Million,"$19,206,000 ",$19.2 Million,$19.2 Million,folder/caro_24011_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Caroline County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Caroline%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Caroline%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
32,"Tree Cover Fact Sheet Caroline County, VA 2014-2018.pdf",Caroline,caro_51033,VA,51033,2014,2018,6class,"234,967","47,723","5,080","6,814","3,561","39,505","90,790","337,651",69.6,14.1,1.5,2,1.1,11.7,26.9,"226,258",814,"4,287","3,607",96.3,0.3,1.8,1.5,21,17,37,675,76,751,-714,Net Loss,51033,Caroline County,Caroline,County,County,county,"278,605","279,000","$52,377,750 ",$52.4  million,$52.4  million,114216413, 114.2 million gallons ,"$1,020,638 ",$1.0 million,1020700,$1.0 million,18849325.92,1108240.126,18.8 Million,$1.1 Million,$54.5 Million,"$54,507,000 ",$54.5 Million,$54.5 Million,folder/caro_51033_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Caroline County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Caroline%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Caroline%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
33,"Tree Cover Fact Sheet Carroll County, MD 2013-2018.pdf",Carroll,carr_24013,MD,24013,2013,2018,6class,"97,152","134,065","29,699","15,604","1,404","9,010","144,479","286,934",33.9,46.7,10.4,5.4,0.5,3.1,50.3,"68,282","1,449","16,786","10,635",70.3,1.5,17.3,10.9,426,64,491,163,178,341,149,Net Gain,24013,Carroll County,Carroll,County,County,county,"126,990","127,000","$23,874,101 ",$23.9  million,$23.9  million,152570979, 152.6 million gallons ,"$1,363,374 ",$1.4 million,1363400,$1.4 million,7222819.303,4252310.682,7.2 Million,$4.3 Million,$29.5 Million,"$29,490,000 ",$29.5 Million,$29.5 Million,folder/carr_24013_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Carroll County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Carroll%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Carroll%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
34,"Tree Cover Fact Sheet Cayuga County, NY 2013-2017.pdf",Cayuaga,cayu_36011,NY,36011,2013,2017,6class,"186,364","210,734","14,729","12,243","6,895","10,182","227,810","441,145",42.2,47.8,3.3,2.8,1.6,2.3,51.7,"166,634","1,144","8,268","10,317",89.4,0.6,4.4,5.5,124,41,165,654,91,745,-581,Net Loss,36011,Cayuga County,Cayuga,County,County,county,"181,004","182,000","$34,028,688 ",$34.0  million,$34.0  million,143618641, 143.6 million gallons ,"$1,283,376 ",$1.3 million,1283400,$1.3 million,10427268,1668592.778,10.4 Million,$1.7 Million,$37.0 Million,"$36,981,000 ",$37.0 Million,$37.0 Million,folder/cayu_36011_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Cayuga County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cayuga%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cayuga%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
35,"Tree Cover Fact Sheet Cecil County, MD 2013-2018.pdf",Cecil,ceci_24015,MD,24015,2013,2018,6class,"98,143","80,142","18,773","12,780","3,212","8,870","92,225","221,921",44.2,36.1,8.5,5.8,1.4,4,41.5,"81,183","1,078","11,093","4,790",82.7,1.1,11.3,4.9,205,55,260,153,504,657,-397,Net Loss,24015,Cecil County,Cecil,County,County,county,"128,286","129,000","$24,117,696 ",$24.1  million,$24.1  million,60664373, 60.7 million gallons ,"$542,097 ",$0.5 million,542100,"$542,100 ",6784930.781,1901132.814,6.8 Million,$1.9 Million,$26.6 Million,"$26,561,000 ",$26.6 Million,$26.6 Million,folder/ceci_24015_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Cecil County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cecil%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cecil%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
36,"Tree Cover Fact Sheet Centre County, PA 2013-2017.pdf",Centre,cent_42027,PA,42027,2013,2017,6class,"521,355","105,159","20,523","16,624","1,606","43,063","149,828","708,330",73.6,14.8,2.9,2.3,0.2,6.1,21.1,"498,591","2,551","10,773","9,440",95.6,0.5,2.1,1.8,59,20,79,1411,356,1767,"-1,688",Net Loss,42027,Centre County,Centre,County,County,county,"514,800","515,000","$96,782,314 ",$96.8  million,$96.8  million,334520761, 334.5 million gallons ,"$2,989,278 ",$3.0 million,2989300,$3.0 million,29140246.36,9963780.03,29.1 Million,$10.0 Million,$109.7 Million,"$109,735,000 ",$109.7 Million,$109.7 Million,folder/cent_42027_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Centre County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Centre%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Centre%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
37,"Tree Cover Fact Sheet Charles County, MD 2013-2018.pdf",Charles,char_24017,MD,24017,2013,2018,6class,"198,120","35,942","22,330","14,067","7,133","15,022","58,098","292,616",67.7,12.3,7.6,4.8,2.4,5.1,19.8,"177,449","1,241","15,692","3,738",89.6,0.6,7.9,1.9,80,12,92,934,501,1436,"-1,343",Net Loss,24017,Charles County,Charles,County,County,county,"258,967","259,000","$48,685,888 ",$48.7  million,$48.7  million,419825398, 419.8 million gallons ,"$3,751,560 ",$3.8 million,3751600,$3.8 million,15955430.59,5820537.862,16.0 Million,$5.8 Million,$58.3 Million,"$58,258,000 ",$58.3 Million,$58.3 Million,folder/char_24017_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Charles County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Charles%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Charles%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
38,"Tree Cover Fact Sheet Charles City County, VA 2014-2018.pdf",Charles City,char_51036,VA,51036,2014,2018,6class,"77,952","18,479","1,939","1,762","3,265","12,150","33,895","115,547",67.5,16,1.7,1.5,2.8,10.5,29.3,"74,517",535,"1,626","1,274",95.6,0.7,2.1,1.6,83,5,88,130,62,192,-104,Net Loss,51036,Charles City County,Charles City,County,County,county,"92,429","93,000","$17,376,705 ",$17.4  million,$17.4  million,14963281, 15 million gallons ,"$133,712 ",$0.1 million,133800,"$133,800 ",6060659.146,343071.9983,6.1 Million,"$343,072",$17.9 Million,"$17,853,000 ",$17.9 Million,$17.9 Million,folder/char_51036_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Charles City County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Charles%20City%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Charles%20City%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
